Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000077722,ppp2r3a,0.1,0.3,0.9,2,0.9,0.2,NA,NA,1,1,3,5,6,8,7,10,10,8
ENSDARG00000076004,ppp2r3b,9,16,3,2,5,8,10,7,6,7,9,10,7,5,3,3,3,3
ENSDARG00000043972,ppp2r3c,2,3,11,11,11,19,29,25,15,15,12,11,11,11,9,10,9,11
ENSDARG00000027017,ppp2r5a,0.1,0.1,NA,0.1,0.1,NA,NA,0.4,0.9,1,2,2,2,2,1,1,3,4
ENSDARG00000054931,ppp2r5b,NA,NA,NA,NA,0.1,NA,NA,NA,NA,0.8,2,2,3,6,11,18,17,20
ENSDARG00000059083,ppp2r5ca,NA,NA,NA,NA,NA,NA,0.2,0.7,3,4,6,8,7,7,7,5,3,5
ENSDARG00000031200,ppp2r5cb,10,16,16,19,5,2,2,3,7,9,10,8,10,10,10,9,10,10
ENSDARG00000014428,ppp2r5d,15,28,39,36,23,6,5,11,17,16,16,16,15,17,14,15,15,13
ENSDARG00000015474,ppp2r5ea,4,4,24,45,15,9,9,8,9,12,13,12,12,11,11,12,11,10
ENSDARG00000069118,ppp2r5eb,29,15,27,39,12,12,18,24,26,28,30,33,30,30,28,26,22,18
ENSDARG00000004988,ppp3ca,NA,NA,0.1,0.1,0.1,NA,NA,NA,0.3,0.5,2,4,9,11,18,22,21,22
ENSDARG00000025106,ppp3cb,0.5,0.7,2,2,0.8,0.9,0.6,0.8,0.4,0.8,1,3,4,7,12,26,25,27
ENSDARG00000014962,ppp3cca,8,10,16,16,3,0.9,0.5,1,5,4,7,7,7,8,9,14,12,10
ENSDARG00000057456,ppp3ccb,1,4,15,31,12,4,3,6,12,9,18,24,18,17,17,19,20,18
ENSDARG00000092659,ppp3r1a,19,21,11,11,5,7,6,6,10,8,9,10,14,19,18,31,33,31
ENSDARG00000069360,ppp3r1b,7,13,17,14,18,24,23,24,38,34,40,49,47,52,45,55,44,44
ENSDARG00000070570,ppp4ca,67,94,164,174,126,76,65,51,37,31,27,25,20,19,18,10,9,5
ENSDARG00000076439,ppp4cb,350,276,187,179,155,96,81,74,74,72,68,54,47,50,44,33,22,13
ENSDARG00000101316,ppp4r1,82,88,93,67,70,48,48,34,16,14,16,18,15,9,10,7,11,14
ENSDARG00000099379,ppp4r1l,15,13,20,18,3,2,0.6,2,2,1,2,3,3,5,4,4,6,3
ENSDARG00000026540,ppp4r2a,54,78,91,90,101,40,27,21,18,21,20,18,17,18,14,11,10,7
ENSDARG00000053447,ppp4r2b,165,166,100,101,84,52,38,31,23,19,17,14,13,14,13,8,7,6
ENSDARG00000103415,ppp4r3b,4,15,48,39,59,55,52,63,67,67,58,47,42,44,30,23,19,16
ENSDARG00000010407,ppp4r4,1,0.8,4,6,3,0.2,NA,NA,0.2,0.1,0.1,NA,0.2,0.1,0.4,2,1,2
ENSDARG00000034313,ppp5c,0.8,0.8,15,25,25,29,24,26,54,43,42,29,26,23,17,16,16,15
ENSDARG00000002949,ppp6c,89,139,117,109,85,65,57,59,73,68,67,57,53,54,46,44,38,33
ENSDARG00000045540,ppp6r2a,5,10,24,23,16,12,8,9,10,9,9,9,8,9,8,9,10,9
ENSDARG00000069654,ppp6r2b,1,3,7,7,2,0.7,0.1,NA,0.6,0.4,0.4,0.4,0.7,0.7,0.9,2,3,4
ENSDARG00000013379,ppp6r3,43,54,74,74,69,43,44,44,45,41,40,36,35,37,31,24,22,19
ENSDARG00000090337,pprc1,6,9,138,146,92,84,84,108,66,43,36,22,10,9,6,7,7,6
ENSDARG00000039980,ppt1,20,18,15,18,16,11,9,5,4,6,5,6,6,7,7,8,8,5
ENSDARG00000104542,ppt2,0.5,2,3,1,2,2,3,5,9,10,13,9,12,12,10,8,8,8
ENSDARG00000011122,pptc7a,0.1,0.1,0.2,0.1,0.7,0.6,1,1,2,3,2,2,3,3,4,8,7,7
ENSDARG00000052658,pptc7b,12,18,20,14,11,13,18,13,8,7,8,9,9,11,7,8,6,5
ENSDARG00000063161,ppwd1,2,3,5,5,10,36,54,44,40,34,31,25,19,18,12,9,9,7
ENSDARG00000029724,pqbp1,7,21,25,40,56,71,71,76,52,49,38,37,31,30,21,17,11,10
ENSDARG00000032535,praf2,NA,NA,NA,NA,0.5,5,8,10,13,21,17,19,16,16,14,13,11,8
ENSDARG00000100918,prc1a,40,52,83,75,74,79,77,55,26,20,17,18,14,12,8,3,3,2
ENSDARG00000005993,prc1b,3,10,20,15,3,0.9,2,6,11,11,12,12,10,12,9,5,5,3
ENSDARG00000063252,prcc,7,6,18,21,23,22,18,13,13,13,11,8,8,10,9,9,9,9
ENSDARG00000037883,prcp,0.3,NA,0.3,0.3,0.1,0.2,0.2,0.1,0.1,0.6,1,4,4,2,4,4,5,5
ENSDARG00000104251,prdm10,7,8,12,14,13,7,5,4,4,5,4,4,3,5,4,4,3,4
ENSDARG00000074468,prdm11,0.9,1,3,3,2,1,1,1,4,3,3,3,2,2,1,2,2,3
ENSDARG00000007430,prdm12b,0.1,NA,0.1,0.5,1,0.3,NA,0.4,8,16,14,12,14,20,10,3,3,3
ENSDARG00000078701,prdm13,NA,0.3,0.6,1,0.3,0.5,0.3,NA,3,3,3,4,5,8,13,7,5,5
ENSDARG00000045371,prdm14,NA,NA,NA,NA,0.2,18,46,35,5,4,3,2,1,2,0.9,0.3,0.6,NA
ENSDARG00000002445,prdm1a,NA,NA,NA,0.1,NA,3,13,41,27,17,18,14,8,5,11,5,4,4
ENSDARG00000098925,prdm1b,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,0.2,1,9,13,4,4,7
ENSDARG00000090721,prdm2a,1,1,5,5,0.7,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,1,4,5,6
ENSDARG00000076451,prdm2b,1,1,8,11,4,6,5,7,9,9,11,11,11,11,10,8,7,7
ENSDARG00000017366,prdm4,NA,0.1,2,2,2,3,5,6,6,4,5,4,4,5,5,4,5,5
ENSDARG00000006288,prdm5,0.6,1,1,0.8,1,0.3,NA,0.1,0.9,1,1,1,1,0.9,1,1,0.8,0.8
ENSDARG00000025017,prdm8,0.2,0.6,NA,0.1,0.2,NA,NA,NA,7,5,7,8,9,9,8,3,2,2
ENSDARG00000054683,prdm8b,NA,NA,NA,NA,NA,NA,NA,NA,0.2,1,1,1,3,6,10,13,12,13
ENSDARG00000005382,prdm9,16,30,50,50,19,9,8,10,9,7,6,7,6,5,5,3,4,4
ENSDARG00000058734,prdx1,5,5,10,16,17,14,5,1,5,4,5,8,21,16,11,10,10,6
ENSDARG00000025350,prdx2,6,36,80,107,98,53,30,30,59,87,126,171,225,204,226,231,292,290
ENSDARG00000032102,prdx3,58,35,31,51,49,32,23,18,20,41,48,55,58,57,52,60,57,45
ENSDARG00000069013,prdx4,0.4,2,6,9,9,6,6,6,25,32,35,50,54,36,39,44,44,34
ENSDARG00000055064,prdx5,1,1,4,4,6,14,20,63,106,111,146,213,178,131,127,98,87,80
ENSDARG00000043511,prdx6,6,12,32,38,34,33,28,19,12,15,34,34,45,56,45,48,53,47
ENSDARG00000101602,preb,0.3,1,5,5,4,1,0.9,1,4,3,3,4,4,3,3,4,4,3
ENSDARG00000098671,prelid1a,52,58,22,28,16,29,31,36,29,28,37,33,32,38,36,35,25,19
ENSDARG00000044169,prelid1b,NA,NA,NA,NA,NA,NA,NA,0.8,1,2,0.7,2,1,2,2,2,2,2
ENSDARG00000055288,prelid3a,NA,NA,0.6,0.2,0.5,4,7,8,0.6,0.7,2,0.9,1,4,4,7,4,3
ENSDARG00000009505,prelid3b,60,84,134,144,97,52,36,37,32,37,43,39,40,53,47,81,55,52
ENSDARG00000070597,prelp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,9,9
ENSDARG00000057151,prep,2,3,9,12,8,8,9,11,11,10,11,13,13,12,12,8,8,6
ENSDARG00000017853,prepl,0.2,0.2,3,3,1,0.4,NA,0.2,1,1,1,1,1,0.7,1,1,2,1
ENSDARG00000075793,prex1,2,3,10,12,4,0.7,0.6,2,2,2,3,3,2,2,2,2,3,4
ENSDARG00000071692,prex2,NA,NA,NA,NA,0.1,NA,NA,NA,3,3,2,2,2,2,2,3,3,3
ENSDARG00000037598,prf1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.8,3,2,2
ENSDARG00000060662,prf1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA
ENSDARG00000010482,prg4a,0.2,0.6,3,4,3,4,2,1,0.8,0.7,0.4,0.5,0.6,0.4,0.5,0.6,0.2,0.5
ENSDARG00000028163,prg4b,NA,NA,NA,NA,NA,0.4,0.1,NA,0.2,0.4,0.6,1,1,0.4,2,3,5,4
ENSDARG00000040649,prickle1a,0.6,1,5,7,4,12,15,19,20,15,10,6,4,4,2,5,3,3
ENSDARG00000045694,prickle1b,NA,NA,NA,NA,21,17,16,22,22,18,18,14,12,13,15,11,12,11
ENSDARG00000020982,prickle2a,5,6,16,16,5,1,0.8,0.4,0.1,0.1,0.3,0.5,0.3,1,1,4,6,7
ENSDARG00000037593,prickle2b,3,5,15,8,4,3,3,4,7,6,5,6,4,5,4,4,4,4
ENSDARG00000073996,prickle3,0.2,0.8,7,6,4,4,6,5,2,1,1,1,1,1,1,2,2,2
ENSDARG00000040163,prim1,18,16,23,21,21,22,20,20,34,37,33,36,27,22,14,8,9,5
ENSDARG00000052721,prim2,47,68,38,36,19,8,8,13,26,30,29,28,23,19,12,7,7,6
ENSDARG00000033273,primpol,4,9,13,9,9,3,3,8,17,16,14,15,13,13,9,4,5,3
ENSDARG00000060596,prkaa1,8,13,54,62,22,8,11,8,14,14,13,12,9,10,9,12,13,10
ENSDARG00000060641,prkaa2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.7,1,0.9,1,2,2
ENSDARG00000044183,prkab1a,4,6,4,7,2,0.6,0.3,0.9,2,1,2,3,4,5,10,14,16,17
ENSDARG00000046143,prkab1b,40,13,20,27,12,6,7,12,23,30,31,36,33,28,30,28,27,24
ENSDARG00000100349,prkacaa,14,16,27,32,23,15,7,6,7,5,9,8,10,10,11,18,21,19
ENSDARG00000016809,prkacab,13,8,18,18,21,17,12,6,13,14,15,13,14,17,16,23,16,15
ENSDARG00000001782,prkacba,NA,NA,NA,NA,NA,NA,0.5,5,2,1,2,6,4,1,2,2,1,0.6
ENSDARG00000059125,prkacbb,25,59,33,48,43,27,14,12,18,17,18,12,14,16,14,13,13,10
ENSDARG00000003818,prkag1,7,6,4,3,4,4,4,7,13,13,15,16,13,14,12,13,12,10
ENSDARG00000012625,prkag2a,8,5,14,14,4,0.9,1,0.4,1,1,2,3,3,3,3,5,6,6
ENSDARG00000001933,prkag2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,3
ENSDARG00000017537,prkag3a,0.8,0.7,0.4,0.2,NA,0.6,1,0.2,NA,0.2,0.7,2,2,1,2,2,3,2
ENSDARG00000000369,prkag3b,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,5,5,5,4,6,5,5
ENSDARG00000076128,prkar1aa,34,38,32,26,29,32,28,20,32,27,28,25,25,28,27,34,35,38
ENSDARG00000101755,prkar1ab,NA,1,4,4,4,3,2,2,4,4,4,4,4,5,5,6,7,7
ENSDARG00000103800,prkar1b,1,4,9,10,14,9,6,2,0.4,0.4,0.4,0.8,2,4,7,13,15,14
ENSDARG00000033184,prkar2aa,62,45,45,39,36,30,22,14,26,23,28,35,32,29,36,46,38,30
ENSDARG00000009477,prkar2ab,NA,NA,0.2,NA,NA,0.5,0.3,NA,0.6,0.6,0.8,0.2,0.2,0.3,2,5,4,3
ENSDARG00000115657,prkcaa,3,4,6,8,1,0.3,0.1,0.1,1,1,2,5,7,6,7,14,14,12
ENSDARG00000099841,prkcab,NA,NA,0.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.7,1
ENSDARG00000008723,prkcba,3,10,16,12,17,10,7,1,1,1,3,4,5,4,7,10,11,10
ENSDARG00000022254,prkcbb,9,10,11,14,6,3,1,0.4,3,3,2,2,2,2,2,6,6,6
ENSDARG00000011932,prkcbp1l,1,1,12,13,12,9,16,19,21,16,17,18,19,24,26,14,10,9
ENSDARG00000009208,prkcda,33,22,74,79,40,6,1,0.3,0.5,0.9,2,3,4,4,4,7,8,8
ENSDARG00000070651,prkcdb,0.4,0.9,4,4,15,9,8,7,5,4,4,4,5,4,5,10,9,6
ENSDARG00000003008,prkcea,0.1,0.8,1,1,1,0.6,0.7,2,4,4,6,6,5,6,7,9,11,11
ENSDARG00000069928,prkceb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3,0.1,0.3,0.6,0.7,0.9
ENSDARG00000004561,prkcg,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,1
ENSDARG00000018382,prkcha,6,14,24,26,11,2,0.3,0.1,0.1,NA,NA,NA,NA,NA,0.1,0.1,0.3,0.7
ENSDARG00000043243,prkchb,NA,NA,NA,0.1,0.2,3,3,3,0.6,0.4,0.5,0.7,0.6,0.5,0.6,2,2,0.9
ENSDARG00000021225,prkci,25,25,60,61,67,57,38,30,25,22,21,21,20,20,17,15,14,13
ENSDARG00000034173,prkcq,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,0.9,1,1,0.9,1,2
ENSDARG00000004470,prkcsh,24,19,19,17,10,3,3,4,7,10,9,10,11,14,13,13,10,7
ENSDARG00000043332,prkcz,0.4,2,4,4,4,0.6,NA,1,1,0.3,0.7,1,2,1,3,3,5,4
ENSDARG00000075949,prkd1,NA,NA,NA,NA,0.2,0.4,NA,NA,0.5,0.5,0.6,0.6,0.5,0.4,0.5,2,2,3
ENSDARG00000104676,prkd2,0.3,1,3,4,3,2,2,6,10,5,5,6,5,5,5,6,6,5
ENSDARG00000079967,prkd3,0.3,1,4,4,2,0.3,0.2,0.4,0.6,0.4,0.6,1,0.8,0.8,0.8,0.9,2,2
ENSDARG00000104153,prkd4,NA,0.6,0.6,0.4,1,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
ENSDARG00000075083,prkdc,0.8,0.9,2,2,2,2,2,1,3,2,3,3,2,2,2,1,2,2
ENSDARG00000020656,prkg1a,2,4,9,12,10,4,1,0.3,0.7,1,2,3,3,2,3,2,2,1
ENSDARG00000031702,prkg1b,0.3,0.2,0.1,0.1,0.4,0.2,0.2,NA,0.1,0.1,NA,NA,1,6,7,16,15,18
ENSDARG00000054741,prkg2,2,2,4,5,3,0.4,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.6,0.4
ENSDARG00000014232,prkg3,0.4,0.3,0.3,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.1,0.4,2,5,3
ENSDARG00000021555,prkn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.4,0.3,0.4,0.7,1,2,4
ENSDARG00000076718,prkra,8,11,10,9,10,7,7,8,13,12,15,14,13,14,9,8,7,4
ENSDARG00000033126,prkrip1,127,106,103,107,97,56,45,47,31,42,29,28,26,22,22,13,12,10
ENSDARG00000060716,prkx,2,3,2,3,2,0.7,0.5,0.6,3,2,3,3,3,5,5,5,5,4
ENSDARG00000037946,prl,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,0.7,2,1,2,2,1,1
ENSDARG00000099462,prlh,NA,NA,2,NA,1,2,3,6,6,4,7,9,6,3,3,7,2,2
ENSDARG00000071735,prlh2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
ENSDARG00000044900,prlhr2a,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,0.2,0.3,0.4,0.2
ENSDARG00000016570,prlra,NA,NA,NA,NA,0.2,1,0.5,0.1,NA,0.2,0.6,1,1,0.8,1,3,5,7
ENSDARG00000045955,prlrb,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.6,0.6,0.8,0.3,NA,0.7,0.7,1,1
ENSDARG00000010246,prmt1,477,442,287,291,320,362,283,252,407,398,324,193,138,161,83,71,47,37
ENSDARG00000063212,prmt2,3,7,6,4,5,1,1,4,6,4,6,4,4,2,1,3,2,2
ENSDARG00000019791,prmt3,2,3,6,7,6,5,4,1,11,12,12,8,5,4,3,3,3,3
ENSDARG00000079605,prmt5,18,22,73,78,65,25,26,33,56,59,56,44,28,34,20,13,11,8
ENSDARG00000069706,prmt6,7,8,53,71,32,8,5,11,19,18,14,11,9,8,8,5,5,3
ENSDARG00000051902,prmt7,5,11,30,34,32,15,11,16,20,18,17,12,9,8,5,6,5,5
ENSDARG00000045760,prmt8b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.5,1,2,1
ENSDARG00000036755,prmt9,1,4,15,13,8,4,5,4,4,3,4,3,3,3,3,2,2,2
ENSDARG00000026229,prnpa,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,0.4,NA,NA,0.9,0.5,3,24,36
ENSDARG00000044048,prnpb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,2,3,3
ENSDARG00000003705,prnprs3,2,3,2,3,2,1,1,0.8,3,4,7,13,15,20,24,30,36,40
ENSDARG00000086705,prob1,NA,NA,NA,NA,NA,NA,0.1,NA,0.2,0.2,0.6,1,0.6,0.7,0.8,1,1,1
ENSDARG00000038258,proca,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,0.55,1.5,1.5,0.6,1.5,2,3,2.5
ENSDARG00000069823,proca1,NA,NA,NA,NA,0.5,0.4,NA,NA,0.3,3,5,7,6,8,6,5,3,3
ENSDARG00000086746,prodha,NA,0.1,0.5,0.7,1,3,2,4,6,3,5,7,6,5,5,4,7,14
ENSDARG00000086512,prodhb,NA,NA,0.1,0.1,NA,NA,0.2,NA,0.2,0.1,0.1,NA,0.4,0.5,0.5,1,1,2
ENSDARG00000073948,prok1,NA,NA,NA,NA,NA,0.5,1,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.6,0.6
ENSDARG00000111213,prokr1b,0.3,0.6,2,0.4,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000039966,prom1a,1,5,5,5,5,4,2,0.8,0.6,2,2,2,2,2,3,7,7,7
ENSDARG00000034007,prom1b,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,0.4,0.2,0.3,0.9,3,24,14,13
ENSDARG00000039406,prom2,NA,NA,NA,NA,0.1,NA,NA,NA,0.2,0.3,0.9,1,1,0.8,2,3,4,4
ENSDARG00000075057,prorp,NA,NA,NA,0.1,0.4,0.9,1,2,5,5,5,5,4,4,3,3,3,2
ENSDARG00000068261,pros1,101,109,71,58,70,64,53,28,13,16,14,7,6,5,4,5,7,7
ENSDARG00000086302,proser1,0.7,2,4,5,6,14,19,22,23,21,21,18,16,21,17,12,10,9
ENSDARG00000097591,proser3,216,148,72,52,18,5,4,5,4,3,4,4,4,4,3,2,2,2
ENSDARG00000055158,prox1a,NA,NA,0.3,0.2,0.1,NA,0.5,0.9,1,1,5,7,7,8,15,13,13,11
ENSDARG00000041952,prox2,NA,NA,NA,0.2,0.2,3,2,0.6,1,1,3,2,4,4,3,2,2,2
ENSDARG00000088810,prox3,0.1,0.6,5,4,2,0.2,NA,0.2,2,1,2,0.8,0.7,2,3,5,4,5
ENSDARG00000037783,proza,0.2,0.3,0.6,0.5,0.6,0.3,2,3,9,10,10,12,13,17,16,26,33,42
ENSDARG00000076900,prozb,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.5,0.6,4,3,0.5,0.9,2,4,4
ENSDARG00000058306,prpf18,24,19,36,40,23,25,29,26,23,20,20,14,15,13,13,12,11,9
ENSDARG00000015239,prpf19,275,236,157,144,174,211,252,208,174,146,135,102,76,74,43,31,24,20
ENSDARG00000086425,prpf3,15,25,63,66,68,55,55,45,29,24,21,17,16,17,11,10,8,7
ENSDARG00000095904,prpf31,28,47,86,87,110,128,126,72,42,32,30,21,18,25,15,12,11,9
ENSDARG00000039213,prpf38a,38,35,71,81,104,89,91,67,57,55,41,29,24,26,18,15,10,9
ENSDARG00000053101,prpf38b,110,107,85,83,93,64,50,55,48,46,37,35,32,33,27,18,17,15
ENSDARG00000100209,prpf39,38,34,35,35,43,80,128,155,116,94,81,67,48,52,33,26,25,21
ENSDARG00000067639,prpf4,62,85,113,115,127,99,91,77,54,47,37,24,19,21,13,10,8,7
ENSDARG00000058467,prpf40a,103,96,91,73,81,90,83,66,79,70,66,52,44,47,31,22,18,17
ENSDARG00000008784,prpf4ba,7,5,21,24,23,33,30,28,12,7,9,8,7,9,7,6,7,9
ENSDARG00000040310,prpf4bb,17,33,33,30,31,42,34,26,22,17,16,15,12,12,10,7,7,5
ENSDARG00000091367,prpf6,42,49,39,34,39,47,53,41,42,33,29,24,19,21,15,12,10,10
ENSDARG00000026180,prpf8,62,53,52,45,55,73,97,109,82,67,74,68,55,51,35,27,25,20
ENSDARG00000028306,prph,NA,NA,NA,NA,0.6,2,1,0.9,0.6,0.8,2,3,3,5,7,8,8,8
ENSDARG00000038018,prph2a,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.2,NA,NA,NA,NA,NA,69,83,69
ENSDARG00000014840,prph2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,96,111,104
ENSDARG00000013134,prph2la,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.7,3,2,2
ENSDARG00000021345,prph2lb,NA,NA,NA,NA,0.4,0.2,NA,0.5,0.2,NA,NA,NA,NA,NA,NA,3,2,2
ENSDARG00000015524,prps1a,10,23,68,65,83,106,108,133,184,143,161,189,118,57,59,36,24,19
ENSDARG00000037506,prps1b,33,49,42,44,46,42,39,45,34,36,31,28,21,20,17,11,12,8
ENSDARG00000099222,prpsap1,15,33,51,54,64,56,53,62,61,57,47,38,27,25,20,18,15,13
ENSDARG00000019326,prpsap2,31,29,62,53,14,8,10,14,14,16,15,15,15,14,17,16,14,15
ENSDARG00000087393,prr11,88,130,58,86,55,39,30,32,31,29,20,13,10,9,5,3,2,0.9
ENSDARG00000074229,prr12a,10,8,28,11,16,23,24,26,17,14,14,15,16,21,17,14,14,15
ENSDARG00000075849,prr12b,1,0.9,2,1,1,3,6,9,10,9,8,6,7,13,15,12,11,12
ENSDARG00000086216,prr13,49,56,29,25,21,22,24,18,16,24,23,21,22,22,23,29,34,36
ENSDARG00000089232,prr14,8,7,19,19,4,3,4,6,6,7,7,8,8,11,11,9,9,9
ENSDARG00000025615,prr15la,NA,0.2,NA,0.2,NA,NA,NA,0.3,0.5,1,1,2,3,2,2,2,4,6
ENSDARG00000029308,prr15lb,2,0.5,4,4,1,NA,NA,NA,NA,0.3,1,0.8,0.7,0.5,0.9,1,2,3
ENSDARG00000101530,prr16,NA,0.9,0.3,0.2,0.3,NA,NA,NA,NA,NA,0.3,NA,NA,NA,0.3,1,1,2
ENSDARG00000093768,prr18,NA,0.4,1,0.2,0.5,5,7,11,6,4,4,5,9,11,32,24,17,18
ENSDARG00000097224,prr33,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.7,5,18,37,41,46,39,42,52
ENSDARG00000075977,prr5a,2,2,3,2,2,1,1,1,3,2,2,2,2,4,6,4,5,5
ENSDARG00000089800,prr7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,1,1,2
ENSDARG00000044304,prrc1,13,22,56,55,64,71,52,30,34,29,26,20,17,15,11,10,6,4
ENSDARG00000031494,prrc2a,9,10,26,25,21,19,17,17,29,33,36,33,31,31,27,28,28,26
ENSDARG00000057583,prrc2c,2,3,13,9,10,19,23,25,19,17,18,17,14,15,11,9,9,8
ENSDARG00000043283,prrg1,0.1,0.1,0.3,0.7,0.6,1,2,4,6,5,5,4,5,7,6,8,7,6
ENSDARG00000087193,prrg2,153,143,84,86,35,21,22,15,9,6,4,5,5,4,5,4,4,4
ENSDARG00000030753,prrg4,44,46,34,33,33,14,11,8,5,5,4,3,3,2,2,4,4,4
ENSDARG00000062208,prrt1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,1,2,3,4,8,12,11
ENSDARG00000103588,prrt2,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.2,0.2,1,3,4,9,10,8,9
ENSDARG00000088343,prrt4,NA,NA,0.1,0.1,NA,0.1,0.3,0.5,0.3,NA,NA,0.2,0.3,0.5,0.5,1,1,2
ENSDARG00000033971,prrx1a,NA,NA,NA,NA,NA,NA,NA,0.2,4,7,10,15,16,17,21,14,11,8
ENSDARG00000042027,prrx1b,NA,NA,NA,NA,NA,NA,NA,0.1,0.2,0.5,3,5,11,16,16,12,10,6
ENSDARG00000042993,prss1,NA,NA,NA,NA,NA,NA,0.4,NA,2,1,2,0.8,NA,0.6,1,103,1070,2126
ENSDARG00000061830,prss12,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.6,1,2,2,2,2,3,4,3
ENSDARG00000076602,prss16,16,17,15,12,13,9,10,6,6,7,10,18,12,8,8,7,8,6
ENSDARG00000055786,prss23,NA,0.2,0.7,0.3,0.6,0.6,0.1,0.2,1,2,6,8,8,6,7,8,10,8
ENSDARG00000100691,prss35,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,9,16,14,20,45,28,18
ENSDARG00000053158,prss56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,0.5,NA,NA,NA,NA,NA
ENSDARG00000079274,prss59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,531,1188
ENSDARG00000073742,prss59.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,768,1548
ENSDARG00000070713,prss60.1,NA,NA,NA,NA,NA,5,7,13,3,2,2,0.7,0.3,NA,NA,NA,0.3,0.3
ENSDARG00000055644,prss60.2,NA,0.2,NA,NA,0.3,2,2,3,0.6,0.7,0.3,NA,NA,NA,0.6,4,5,5
ENSDARG00000070710,prss60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,NA
ENSDARG00000011683,prtfdc1,105,97,56,52,62,72,53,42,49,42,29,14,11,10,6,5,4,3
ENSDARG00000100044,prtga,NA,NA,NA,NA,NA,NA,NA,NA,4,2,5,5,1,NA,NA,NA,NA,NA
ENSDARG00000040442,prtgb,2,5,5,6,5,5,3,1,0.2,0.9,4,21,30,8,0.8,0.1,NA,0.1
ENSDARG00000076246,prune,2,3,10,9,9,5,3,2,3,2,3,2,2,2,1,2,3,2
ENSDARG00000059423,prune2,NA,NA,NA,0.2,NA,NA,NA,NA,0.4,0.4,1,2,3,4,5,10,10,10
ENSDARG00000017246,prx,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,0.3,3,13,15,13,12,15,19
ENSDARG00000029795,prxl2b,14,11,19,22,11,12,10,9,10,12,19,10,7,7,4,12,11,10
