Gene_ID,Gene_Name,zygote,cleavage_2_cell,blastula_128_cell,blastula_1k_cell,blastula_dome,gastrula_50__epiboly,gastrula_shield,gastrula_75__epiboly,segmentation_1_4_somites,segmentation_14_19_somites,segmentation_20_25_somites,pharyngula_prim_5,pharyngula_prim_15,pharyngula_prim_25,hatching_long_pec,larval_protruding_mouth,larval_day_4,larval_day_5
ENSDARG00000104255,arhgap27,NA,NA,NA,NA,NA,0.2,0.1,0.1,2,2,2,3,3,1,2,3,4,5
ENSDARG00000061798,arhgap27l,NA,NA,NA,NA,2,5,3,1,2,2,3,4,4,3,4,3,6,6
ENSDARG00000101350,arhgap28,12,21,36,34,9,5,9,15,22,16,14,12,10,8,7,5,5,4
ENSDARG00000026329,arhgap29a,NA,NA,0.1,0.1,NA,NA,NA,0.4,6,6,5,5,4,4,4,3,3,2
ENSDARG00000017748,arhgap29b,0.7,1,6,6,4,2,0.8,2,4,5,6,5,4,4,3,3,4,4
ENSDARG00000059472,arhgap31,NA,NA,NA,0.1,0.1,NA,NA,NA,0.1,0.3,0.6,2,2,2,3,3,3,3
ENSDARG00000075334,arhgap32a,3,3,5,3,0.8,0.2,0.1,NA,0.2,0.6,1,1,0.9,1,2,4,5,6
ENSDARG00000074184,arhgap32b,0.5,1,4,6,2,1,2,6,10,6,7,7,8,12,9,6,7,7
ENSDARG00000011333,arhgap33,0.6,0.9,7,6,3,0.8,0.4,1,1,1,2,2,2,3,2,1,2,2
ENSDARG00000062577,arhgap35a,2,2,8,16,10,3,3,5,12,11,14,15,14,13,11,10,11,11
ENSDARG00000060297,arhgap35b,3,5,26,29,8,5,5,7,9,8,9,9,10,13,10,6,7,6
ENSDARG00000059672,arhgap36,2,4,7,6,4,1,1,5,5,2,2,2,2,2,2,2,2,2
ENSDARG00000100007,arhgap39,NA,NA,0.3,NA,NA,NA,NA,NA,0.2,0.6,1,1,1,2,2,2,3,2
ENSDARG00000056619,arhgap42a,0.4,0.6,4,3,2,4,5,7,12,9,8,7,5,6,5,5,5,4
ENSDARG00000010654,arhgap42b,0.8,3,7,5,7,1,0.4,NA,0.3,0.3,0.5,0.8,1,0.6,0.5,0.5,0.8,0.8
ENSDARG00000104549,arhgap44,0.9,2,3,4,4,3,1,0.5,0.5,0.4,0.6,1,1,2,2,3,3,3
ENSDARG00000052496,arhgap45a,2,3,6,7,7,4,2,0.4,NA,NA,0.2,0.3,0.3,0.3,0.2,0.1,0.3,0.2
ENSDARG00000062049,arhgap45b,40,74,19,15,11,5,2,0.9,0.4,0.2,0.4,0.7,0.4,0.4,0.4,0.2,1,2
ENSDARG00000039265,arhgap4a,7,12,15,19,12,2,1,0.6,0.6,0.6,2,1,0.9,0.9,0.8,1,2,3
ENSDARG00000015003,arhgap4b,10,9,7,8,9,5,2,0.6,0.5,0.5,0.7,2,3,3,6,6,6,6
ENSDARG00000061294,arhgap5,2,5,7,6,6,9,10,16,20,14,15,14,12,12,11,12,12,11
ENSDARG00000043795,arhgdia,24,34,75,92,89,108,99,100,108,152,173,180,169,133,120,106,102,74
ENSDARG00000004034,arhgdig,9,7,11,15,12,11,8,7,20,27,35,32,36,33,42,37,40,32
ENSDARG00000077788,arhgef10,0.8,1,6,6,4,3,2,0.3,3,2,3,3,2,2,2,2,3,1
ENSDARG00000088630,arhgef10la,0.1,0.2,0.5,0.4,0.2,0.2,0.2,0.3,0.9,1,3,3,3,3,3,3,3,2
ENSDARG00000074244,arhgef10lb,0.5,0.9,1,2,1,0.6,0.4,0.4,2,3,3,3,4,5,4,5,5,4
ENSDARG00000052482,arhgef11,3,4,13,23,15,8,8,11,10,7,8,7,7,9,8,10,10,12
ENSDARG00000030532,arhgef12a,2,2,18,22,14,6,7,14,18,17,14,10,8,9,6,6,6,6
ENSDARG00000100913,arhgef12b,3,3,4,6,4,3,2,4,13,11,10,11,9,9,7,7,6,6
ENSDARG00000100293,arhgef15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.3
ENSDARG00000077114,arhgef16,3,8,18,15,13,9,12,10,3,3,4,4,3,3,5,5,8,7
ENSDARG00000011157,arhgef18a,1,3,15,15,9,6,8,8,13,10,9,9,7,7,5,6,7,9
ENSDARG00000042308,arhgef18b,2,5,18,15,17,8,4,3,3,3,2,2,3,2,1,1,2,2
ENSDARG00000078853,arhgef19,NA,NA,0.3,0.4,0.1,NA,NA,NA,5,5,5,4,3,3,3,3,2,3
ENSDARG00000040380,arhgef1a,NA,NA,NA,NA,0.4,2,5,11,7,5,5,4,2,3,4,4,5,5
ENSDARG00000055837,arhgef1b,9,22,42,41,43,18,7,4,7,7,9,9,9,7,7,11,13,13
ENSDARG00000075819,arhgef2,NA,NA,0.7,0.5,0.8,4,9,14,15,8,8,5,5,7,8,6,6,5
ENSDARG00000014465,arhgef25b,NA,NA,NA,NA,NA,0.2,NA,0.2,5,5,6,9,8,5,6,5,4,4
ENSDARG00000060415,arhgef28a,0.6,2,8,10,4,0.7,0.1,0.1,0.6,2,2,2,1,2,2,2,2,2
ENSDARG00000091607,arhgef28b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6
ENSDARG00000013834,arhgef3,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,2,3,0.7,0.7,0.8,1,1,0.6
ENSDARG00000097964,arhgef33,NA,NA,NA,NA,NA,0.2,0.1,0.5,0.5,0.7,0.8,0.9,1,3,2,2,2,2
ENSDARG00000002463,arhgef37,9,25,24,24,11,8,6,5,4,3,3,3,2,2,1,1,2,2
ENSDARG00000079377,arhgef38,NA,NA,NA,NA,NA,NA,NA,NA,0.8,1,0.8,0.9,1,0.8,1,0.9,1,1
ENSDARG00000013476,arhgef39,16,11,19,20,19,19,13,5,6,5,5,6,4,3,2,2,2,0.3
ENSDARG00000037554,arhgef3l,NA,NA,NA,NA,0.2,NA,NA,NA,0.2,NA,0.2,0.1,0.3,NA,0.5,0.8,1,0.9
ENSDARG00000012914,arhgef4,0.2,0.2,2,2,0.8,0.2,0.3,0.3,2,2,3,4,4,4,7,8,9,11
ENSDARG00000078979,arhgef40,NA,0.2,0.6,0.4,0.5,0.1,NA,NA,NA,0.2,0.3,0.5,0.6,0.8,0.7,0.7,0.9,0.7
ENSDARG00000006683,arhgef6,3,4,6,4,6,7,5,6,6,5,6,4,3,4,4,5,5,5
ENSDARG00000006299,arhgef7a,8,10,15,13,6,5,6,5,5,4,4,3,4,6,5,5,5,5
ENSDARG00000073848,arhgef7b,15,14,19,16,7,6,6,7,11,10,12,9,9,15,13,11,10,10
ENSDARG00000061746,arhgef9a,2,2,0.3,0.4,0.3,NA,NA,0.7,1,0.8,1,0.6,2,3,4,8,8,8
ENSDARG00000078624,arhgef9b,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,2,2,3,4,8,10,13
ENSDARG00000101710,arid1aa,44,37,19,19,16,26,34,42,34,31,33,28,27,34,26,18,16,17
ENSDARG00000101891,arid1ab,48,51,62,51,43,24,26,34,24,22,23,23,23,24,21,15,15,14
ENSDARG00000092503,arid1b,1,1,5,6,4,0.8,0.5,1,4,4,4,5,5,6,6,7,7,7
ENSDARG00000007413,arid2,26,35,83,70,68,33,34,44,28,22,22,21,22,27,19,11,11,12
ENSDARG00000070843,arid3a,2,2,3,2,1,2,3,5,3,2,3,5,6,3,3,4,6,6
ENSDARG00000104034,arid3b,84,85,102,92,116,137,162,168,166,97,76,59,44,34,32,22,18,14
ENSDARG00000067729,arid3c,0.3,0.3,2,3,0.7,0.2,0.3,0.8,16,10,12,14,13,8,6,7,9,7
ENSDARG00000043873,arid4a,95,76,46,40,16,26,31,32,37,37,31,25,24,27,21,17,17,17
ENSDARG00000077120,arid5a,2,3,5,8,3,0.8,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.3
ENSDARG00000037196,arid5b,NA,0.1,0.5,NA,NA,NA,0.3,1,1,2,4,4,5,6,6,9,10,9
ENSDARG00000069988,arid6,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,0.2,NA,NA,0.1,1,4,6,7
ENSDARG00000003616,arih1,19,22,40,36,28,21,18,19,13,11,11,11,11,12,12,12,12,10
ENSDARG00000036870,arih1l,11,16,25,28,23,9,6,6,5,5,6,4,4,5,4,4,6,5
ENSDARG00000012848,arih2,30,40,68,69,74,51,66,66,52,44,43,39,30,37,30,31,28,29
ENSDARG00000101680,arl1,1,3,9,8,12,18,23,21,16,15,13,12,10,9,9,11,8,6
ENSDARG00000036637,arl11,NA,NA,NA,NA,NA,NA,NA,0.5,2,2,2,3,3,2,2,1,1,0.6
ENSDARG00000052575,arl13a,50,19,42,21,33,28,20,2,0.4,0.9,0.7,NA,NA,NA,2,5,4,7
ENSDARG00000012763,arl13b,0.1,0.3,0.6,0.6,0.4,4,6,8,9,7,7,5,7,7,5,6,6,5
ENSDARG00000063223,arl14,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,3,2,4,3,3,4,4,6
ENSDARG00000001210,arl14ep,280,225,66,64,28,45,65,69,66,77,62,51,45,49,34,23,19,15
ENSDARG00000076040,arl15a,0.4,1,2,5,2,3,1,0.5,1,0.7,2,0.3,2,1,1,2,0.5,1
ENSDARG00000057995,arl15b,3,6,12,13,12,4,4,2,4,4,8,7,7,8,9,10,10,10
ENSDARG00000059498,arl16,NA,NA,NA,0.2,0.2,3,7,10,7,6,5,4,4,4,5,5,4,8
ENSDARG00000069496,arl2,NA,1,6,8,7,3,2,2,3,6,8,7,10,12,12,14,11,7
ENSDARG00000025383,arl2bp,21,15,16,13,6,8,6,8,13,8,10,4,3,5,5,5,5,4
ENSDARG00000056794,arl3a,NA,NA,0.4,0.8,0.4,0.8,0.4,NA,3,1,2,0.7,0.9,0.9,0.5,1,0.9,1
ENSDARG00000071409,arl3b,8,10,20,24,28,27,25,26,33,26,21,16,18,19,20,21,20,18
ENSDARG00000111106,arl3l1,NA,NA,NA,NA,0.4,1,1,0.5,1,0.9,0.8,0.5,0.3,NA,2,13,8,7
ENSDARG00000015404,arl3l2,NA,NA,NA,NA,NA,NA,0.3,4,2,1,2,2,0.4,0.8,0.4,13,13,12
ENSDARG00000099918,arl4aa,59,55,60,66,7,2,5,14,24,20,18,18,16,16,15,8,10,6
ENSDARG00000033182,arl4ab,NA,NA,0.2,0.9,20,19,13,8,9,5,4,3,3,3,5,6,9,12
ENSDARG00000057606,arl4ca,NA,NA,NA,NA,NA,NA,NA,NA,0.3,1,4,5,5,3,7,10,12,12
ENSDARG00000032708,arl4cb,3,3,10,13,17,23,23,20,32,39,34,26,29,28,22,17,17,18
ENSDARG00000045074,arl4d,22,26,28,32,15,30,33,32,26,19,17,16,15,12,15,20,20,24
ENSDARG00000018627,arl5a,13,11,26,40,17,10,12,18,16,17,13,10,12,14,13,10,10,9
ENSDARG00000035719,arl5c,3,6,23,20,49,68,58,56,16,9,8,7,6,5,7,9,13,18
ENSDARG00000032056,arl6,0.2,1,3,5,4,3,3,5,6,5,4,3,2,3,3,6,5,6
ENSDARG00000054578,arl6ip1,91,89,17,11,12,9,9,10,16,17,25,25,33,42,40,42,41,40
ENSDARG00000105036,arl6ip4,7,14,60,70,43,47,37,39,41,40,32,24,18,22,17,14,10,10
ENSDARG00000077044,arl6ip5a,0.3,0.3,2,2,7,77,109,147,48,21,20,20,8,4,5,4,4,3
ENSDARG00000016238,arl6ip5b,14,27,22,33,19,6,1,0.4,4,7,10,9,12,14,16,19,20,21
ENSDARG00000071013,arl6ip6,2,5,7,7,4,2,1,2,3,2,3,3,1,1,1,1,2,1
ENSDARG00000094709,arl8,52,54,84,87,88,42,36,37,40,37,40,33,35,37,22,15,13,13
ENSDARG00000078686,arl8a,56,61,25,30,29,23,15,17,26,25,30,24,27,34,41,42,36,35
ENSDARG00000006915,arl8ba,9,10,29,31,6,3,3,5,9,8,9,9,11,14,12,15,15,14
ENSDARG00000070318,arl8bb,2,7,19,21,17,9,7,8,5,6,6,6,4,4,4,6,5,3
ENSDARG00000071881,arl9,7,21,39,36,45,33,33,20,35,39,34,22,20,20,14,19,14,13
ENSDARG00000013861,armc1,25,45,45,48,43,27,14,11,10,9,10,10,10,10,9,11,9,8
ENSDARG00000062960,armc10,5,5,3,4,2,0.8,0.5,2,3,2,2,1,2,2,2,3,3,3
ENSDARG00000020887,armc1l,1,2,31,40,20,17,30,41,47,51,40,34,26,28,18,9,7,6
ENSDARG00000022660,armc2,0.2,0.3,0.4,0.4,0.3,NA,NA,NA,0.2,0.4,0.3,0.3,0.3,0.2,0.4,0.4,0.7,0.6
ENSDARG00000074708,armc3,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1,1,1,0.9,0.4,0.7,0.6,0.4,0.2
ENSDARG00000055128,armc4,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,1,1,1,1,1,0.9
ENSDARG00000078083,armc5,4,7,21,17,6,4,5,5,5,4,4,4,3,3,2,3,4,3
ENSDARG00000061197,armc7,0.3,0.7,2,3,1,1,1,1,5,5,4,3,3,3,2,2,2,1
ENSDARG00000062258,armc8,9,14,15,15,11,2,1,3,3,3,4,4,5,5,5,4,5,6
ENSDARG00000087299,armc9,0.4,2,5,4,4,2,4,6,4,3,3,2,1,2,2,1,1,1
ENSDARG00000029859,armh1,14,6,4,5,4,4,1,0.4,0.4,0.8,0.9,0.6,0.7,0.5,0.5,0.2,NA,0.5
ENSDARG00000104285,armh3,4,6,17,21,20,16,11,8,9,7,8,7,6,6,6,6,6,6
ENSDARG00000055676,armt1,2,3,24,34,23,5,2,1,3,4,5,4,5,5,5,6,7,8
ENSDARG00000021855,arnt,3,3,6,7,5,3,2,2,2,1,1,2,2,2,1,2,3,3
ENSDARG00000103697,arnt2,6,6,8,9,8,7,5,7,10,9,12,8,9,15,17,16,15,15
ENSDARG00000006791,arntl1a,126,101,69,57,19,3,3,3,7,6,7,7,6,8,9,11,11,10
ENSDARG00000035732,arntl1b,0.6,0.8,5,5,4,1,0.1,0.1,2,3,4,3,2,2,2,3,5,5
ENSDARG00000041381,arntl2,19,29,34,34,12,6,4,6,5,3,5,4,4,4,5,4,4,4
ENSDARG00000008383,arpc1a,41,46,89,88,93,78,52,62,113,122,130,118,128,125,109,115,87,56
ENSDARG00000027063,arpc1b,NA,0.2,0.9,0.6,0.7,NA,0.5,0.3,NA,0.5,3,10,19,16,24,22,19,15
ENSDARG00000075989,arpc2,9,28,68,74,95,139,178,175,128,115,121,148,139,101,122,112,98,82
ENSDARG00000057882,arpc3,0.6,5,16,22,11,22,20,29,70,91,98,98,108,101,108,116,81,50
ENSDARG00000054063,arpc4,59,73,44,45,51,57,44,31,47,48,42,43,41,37,37,34,27,18
ENSDARG00000058225,arpc4l,2,2,5,5,5,4,4,6,10,17,14,8,7,7,13,11,6,4
ENSDARG00000039142,arpc5a,1,3,5,6,9,25,32,45,47,41,47,42,40,31,29,27,22,12
ENSDARG00000019062,arpc5b,8,8,5,5,2,2,2,4,13,21,22,26,34,34,33,32,26,19
ENSDARG00000041720,arpc5la,10,11,15,15,16,16,15,20,36,38,29,21,18,24,22,24,18,14
ENSDARG00000035433,arpc5lb,67,65,37,28,21,7,6,15,27,31,25,17,15,17,18,20,14,13
ENSDARG00000041085,arpin,NA,2,6,6,5,5,3,2,2,3,4,4,6,3,4,7,8,6
ENSDARG00000032532,arpp19a,0.9,0.8,3,4,5,13,15,23,36,32,37,30,33,33,32,34,30,24
ENSDARG00000039880,arpp19b,72,78,113,114,74,65,57,63,69,85,62,67,63,57,39,27,22,15
ENSDARG00000061081,arpp21,27,35,22,14,6,0.9,0.2,NA,0.2,1,5,9,5,6,3,4,5,5
ENSDARG00000056511,arr3a,NA,NA,NA,NA,0.2,NA,0.4,NA,0.4,NA,NA,NA,0.9,2,2,183,95,115
ENSDARG00000098475,arr3b,0.3,0.3,0.3,NA,0.4,0.4,0.2,0.4,1,0.1,NA,NA,NA,0.1,NA,35,14,17
ENSDARG00000043241,arrb1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.3,1,0.9,3,4,5
ENSDARG00000039215,arrb2a,14,19,47,40,40,18,20,28,24,22,21,12,10,13,10,8,8,8
ENSDARG00000011545,arrb2b,0.3,0.8,1,1,1,4,6,11,14,18,22,23,21,21,16,17,19,19
ENSDARG00000068148,arrdc1a,124,112,95,85,27,15,13,10,5,4,4,5,5,3,5,6,8,7
ENSDARG00000079839,arrdc1b,0.4,0.8,5,4,3,3,3,2,1,0.6,0.9,0.9,1,1,1,2,3,2
ENSDARG00000020761,arrdc2,0.1,0.2,0.8,0.8,3,7,7,8,9,9,11,8,7,7,5,11,18,32
ENSDARG00000052690,arrdc3a,NA,NA,NA,NA,2,6,8,9,10,11,11,13,14,13,14,33,26,38
ENSDARG00000036028,arrdc3b,NA,NA,0.4,0.7,8,17,20,17,13,13,14,17,19,19,19,39,25,33
ENSDARG00000042270,arsa,1,2,6,5,4,0.6,0.3,0.4,1,1,2,3,3,2,2,2,3,2
ENSDARG00000101715,arsg,NA,NA,NA,NA,NA,NA,NA,0.2,0.8,1,2,2,1,1,0.7,1,0.7,0.4
ENSDARG00000002299,arsh,NA,NA,NA,NA,NA,NA,0.2,0.5,0.7,1,2,2,2,2,2,2,3,2
ENSDARG00000077606,arsia,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.4,0.2,NA,0.2,0.2,0.6,2,2,2
ENSDARG00000117075,arsib,NA,NA,0.2,0.4,0.2,NA,NA,NA,0.5,0.2,0.5,0.3,0.5,0.3,0.3,0.7,0.3,0.3
ENSDARG00000077590,arsj,NA,NA,NA,NA,NA,NA,NA,NA,0.3,2,1,1,2,3,2,3,2,1
ENSDARG00000059714,arsk,NA,NA,NA,0.2,NA,NA,NA,0.4,1,1,0.9,2,1,0.5,1,1,2,2
ENSDARG00000078178,art4,NA,NA,NA,NA,NA,0.7,0.6,0.8,NA,0.3,NA,NA,NA,NA,NA,0.4,NA,NA
ENSDARG00000093714,artnb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,2,2,0.8,NA,NA,NA
ENSDARG00000074757,arv1,3,5,11,16,11,5,2,1,1,1,2,2,2,3,2,3,3,2
ENSDARG00000074329,arvcfa,NA,NA,0.1,0.1,NA,NA,NA,NA,0.2,0.2,NA,0.1,0.1,0.7,1,4,7,7
ENSDARG00000061688,arvcfb,0.8,2,5,3,2,0.4,0.1,NA,1,3,6,10,9,11,9,8,9,9
ENSDARG00000058011,arxa,NA,NA,NA,0.2,0.2,NA,NA,NA,2,10,13,16,12,14,11,8,8,7
ENSDARG00000101523,arxb,NA,NA,NA,NA,NA,NA,NA,NA,9,4,3,2,3,3,2,1,1,0.4
ENSDARG00000027572,as3mt,2,0.2,0.5,0.5,0.8,1,0.5,0.3,1,1,2,3,4,3,4,6,10,8
ENSDARG00000037091,asah1a,9,16,32,27,16,8,14,24,2,0.8,1,2,2,3,3,4,5,5
ENSDARG00000034817,asah1b,2,2,2,1,0.9,2,2,3,3,4,4,4,4,5,6,10,14,12
ENSDARG00000012829,asah2,NA,NA,NA,NA,NA,0.8,0.5,0.5,0.7,0.6,0.5,0.2,0.2,0.2,NA,1,19,27
ENSDARG00000029463,asap1a,NA,NA,NA,NA,0.1,0.6,1,3,11,9,9,9,8,9,11,12,11,9
ENSDARG00000039729,asap1b,1,3,11,11,5,1,0.1,0.1,2,2,3,3,2,2,2,4,5,6
ENSDARG00000010181,asap2a,2,7,27,25,13,5,6,6,8,7,9,7,6,8,6,4,5,4
ENSDARG00000019564,asap2b,0.1,0.1,0.1,NA,0.3,7,12,14,4,5,7,9,8,6,8,8,8,7
ENSDARG00000021896,asap3,2,4,16,17,3,0.5,0.8,1,1,1,0.9,1,1,1,2,2,3,2
ENSDARG00000026635,asb1,NA,NA,0.6,1,0.9,0.3,NA,NA,0.3,NA,0.6,0.8,0.4,0.4,0.4,1,0.4,0.4
ENSDARG00000099461,asb10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.8,2,4,4,5
ENSDARG00000056561,asb11,NA,NA,NA,NA,159,272,150,63,11,6,3,0.8,0.3,NA,NA,NA,NA,NA
ENSDARG00000017086,asb12a,NA,0.3,7,6,9,9,12,14,13,17,15,19,18,17,15,13,11,8
ENSDARG00000037558,asb12b,NA,NA,NA,NA,NA,NA,NA,NA,0.9,4,7,7,4,3,2,2,2,0.6
ENSDARG00000079698,asb13a.1,NA,0.2,0.2,0.1,0.2,NA,NA,0.2,0.2,0.2,0.2,0.3,0.4,0.8,0.8,1,3,2
ENSDARG00000045765,asb13a.2,0.8,1,1,1,3,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0.3,0.7
ENSDARG00000089833,asb13b,0.3,2,2,2,0.9,0.3,0.3,NA,0.3,0.6,0.5,0.8,1,1,2,2,4,4
ENSDARG00000087741,asb14b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,3,3,4,5,3,2
ENSDARG00000045633,asb15a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,2,4,4,3,2,0.9
ENSDARG00000045863,asb15b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.3,0.6
ENSDARG00000056468,asb16,NA,NA,1,0.8,0.2,0.3,0.7,0.5,0.7,0.5,0.5,NA,1,2,3,3,2,2
ENSDARG00000114572,asb18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.9,0.9
ENSDARG00000003797,asb2a.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,3,3,3,4
ENSDARG00000102490,asb2b,NA,NA,NA,NA,NA,NA,NA,0.6,3,4,8,10,9,7,8,7,6,10
ENSDARG00000005246,asb3,19,13,34,29,14,7,8,9,6,5,5,3,4,3,4,3,3,3
ENSDARG00000034988,asb4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.4,1,2,5,2,3,2,2
ENSDARG00000097938,asb5a,5,3,0.7,3,2,0.5,0.3,NA,NA,NA,NA,NA,0.3,1,2,2,4,5
ENSDARG00000053222,asb5b,NA,NA,NA,NA,0.4,1,0.7,0.5,NA,NA,1,3,6,5,4,8,8,9
ENSDARG00000007125,asb6,0.3,1,4,5,4,8,7,8,7,6,5,5,5,5,4,3,3,3
ENSDARG00000006494,asb7,3,6,15,17,10,5,4,3,4,4,5,4,5,6,6,4,3,3
ENSDARG00000003383,asb8,14,20,28,25,7,1,0.5,0.5,0.9,1,2,2,3,4,5,8,8,7
ENSDARG00000077760,ascc1,3,4,10,12,18,7,5,5,8,7,11,8,10,8,5,5,5,6
ENSDARG00000013058,ascc2,31,29,30,26,9,4,4,6,9,7,7,6,5,6,5,5,6,5
ENSDARG00000086678,ascc3,2,2,6,4,3,3,1,0.6,2,2,3,4,3,3,2,3,4,4
ENSDARG00000038386,ascl1a,NA,NA,NA,NA,0.2,NA,NA,0.2,2,8,11,13,22,29,12,7,4,6
ENSDARG00000009702,ascl1b,NA,NA,NA,NA,NA,NA,NA,NA,2.05,4.05,NA,NA,NA,NA,NA,NA,3.25,1.75
ENSDARG00000000540,asdurf,12,9,11,13,19,10,10,8,9,9,8,5,4,4,3,3,2,2
ENSDARG00000101037,asf1ba,236,190,63,48,31,27,24,21,33,43,52,58,54,38,21,11,10,6
ENSDARG00000043713,asf1bb,119,105,33,25,6,1,3,10,21,34,37,41,40,42,28,18,15,11
ENSDARG00000046142,asgrl1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,5
ENSDARG00000095963,asgrl2,NA,0.5,0.2,0.2,0.2,0.4,0.2,0.2,0.9,0.4,0.9,0.4,0.3,0.2,0.4,3,9,11
ENSDARG00000070981,ash1l,3,3,5,4,2,1,1,4,7,7,8,7,7,9,8,9,10,11
ENSDARG00000060392,ash2l,139,110,79,66,53,28,28,41,50,53,51,41,32,37,26,17,16,15
ENSDARG00000008329,asic1a,0.1,0.1,0.2,0.3,0.4,NA,NA,NA,0.2,0.1,NA,0.2,0.2,0.7,0.9,2,3,4
ENSDARG00000101866,asic1b,0.1,0.5,2,2,1,0.2,0.1,NA,0.1,NA,NA,NA,0.3,0.6,1,3,3,3
ENSDARG00000098428,asic1c,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,0.2,0.3,0.9,1,1,2,2,1
ENSDARG00000006849,asic2,NA,0.1,1,1,0.9,0.3,NA,NA,NA,NA,NA,NA,0.1,NA,0.6,2,3,2
ENSDARG00000025162,asic4a,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.1,0.2,0.3,0.3,0.6,2,2,2
ENSDARG00000004243,asic4b,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.2,0.2,NA,0.1,NA,NA,0.7,1,1
ENSDARG00000077858,asip1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
ENSDARG00000114760,asip2b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.7,1,2,3,7,7,7
ENSDARG00000033361,asl,18,15,8,8,11,2,1,0.9,1,1,2,1,2,1,1,1,1,1
ENSDARG00000098249,asmt,NA,NA,NA,NA,NA,0.9,0.3,0.4,0.4,0.6,0.6,0.3,NA,0.4,0.8,3,3,3
ENSDARG00000070874,asmt2,NA,NA,NA,NA,0.8,1,0.9,0.3,2,1,2,2,2,3,4,4,4,4
ENSDARG00000021433,asmtl,3,10,39,40,20,6,6,9,10,8,8,9,7,5,6,12,9,6
ENSDARG00000016375,asns,3,5,6,7,3,2,1,4,24,19,18,13,13,11,7,7,7,5
ENSDARG00000005154,aspa,2,4,8,6,4,3,2,4,0.3,0.4,0.7,0.4,0.8,NA,0.4,0.7,3,3
ENSDARG00000038297,aspdh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,2
ENSDARG00000052942,aspg,5,4,12,12,9,8,7,3,5,3,3,3,3,3,4,6,8,11
ENSDARG00000055945,asph,9,12,15,16,17,20,27,59,94,87,92,96,66,51,38,32,22,15
ENSDARG00000075813,asphd1,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.9,1,1,2,4,4,7,6,6
ENSDARG00000059629,asphd2,3,5,4,5,2,1,2,2,7,13,10,10,10,11,9,8,8,8
ENSDARG00000103754,aspm,4,6,27,29,25,20,19,19,20,19,19,19,18,18,11,5,6,3
ENSDARG00000002192,aspn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.6,1,3,11,15,11
ENSDARG00000105321,aspscr1,5,9,30,28,29,24,20,12,18,20,23,21,18,22,14,14,14,14
ENSDARG00000021681,asrgl1,3,4,9,7,7,8,3,3,2,2,3,6,5,2,3,6,6,5
ENSDARG00000070132,aste1a,NA,NA,NA,NA,0.2,NA,NA,NA,0.3,NA,0.1,NA,NA,NA,NA,NA,0.1,0.2
ENSDARG00000068323,astn1,1,2,3,3,3,3,1,0.2,0.7,0.8,0.9,0.7,1,2,3,9,9,9
ENSDARG00000036956,asxl1,71,78,58,50,44,47,48,47,36,30,31,25,23,27,22,14,14,14
ENSDARG00000076501,asxl2,2,4,4,3,0.9,0.1,0.1,0.5,0.9,0.3,0.6,0.8,0.8,0.8,1,2,3,4
ENSDARG00000004823,asz1,3,9,49,57,22,4,0.9,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSDARG00000023267,atad1a,6,12,19,20,11,3,1,1,2,2,1,1,2,2,2,2,2,2
ENSDARG00000056609,atad1b,14,17,23,22,21,16,9,6,9,9,12,9,10,10,9,11,10,7
